uq,error
0.33399999999999996,0.0
0.792,0.540983606557377
0.33699999999999997,0.0
0.123,0.0
0.10999999999999999,0.0
0.42200000000000004,0.0
0.35,0.0
0.513,0.0
0.29900000000000004,0.18518518518518523
0.62,0.5636363636363637
0.5640000000000001,0.19999999999999996
0.274,0.0
0.239,0.0
0.371,0.20833333333333337
0.783,0.5342465753424658
0.635,0.5
0.508,0.734375
0.509,0.0
0.05600000000000005,0.0
0.6779999999999999,0.5662650602409638
0.577,0.2264150943396226
0.525,0.36764705882352944
0.365,0.0
0.845,0.44047619047619047
0.64,0.30000000000000004
0.538,0.4473684210526315
0.351,0.0
0.275,0.0
0.573,0.5731707317073171
0.17000000000000004,0.0
0.7,0.0
0.06299999999999994,0.0
0.366,0.3214285714285714
0.552,0.0
0.46699999999999997,0.0
0.45299999999999996,0.0
0.11599999999999999,0.0
0.6990000000000001,0.24
0.635,0.48275862068965514
0.8029999999999999,0.3205128205128205
0.08299999999999996,0.0
0.655,0.4666666666666667
0.46799999999999997,0.851063829787234
0.20099999999999996,0.0
0.08999999999999997,0.0
0.761,0.10204081632653061
0.47,0.0
0.44599999999999995,0.0
0.903,0.7333333333333334
0.34199999999999997,0.0
0.43300000000000005,0.0
0.475,0.0
